keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at
A,,572,1471756073344962571,2026-02-13T06:33:11.791000+00:00,Industry First HTX Launches the New Funds Bonus Program Rewarding early participation with tiered incentives. Tier 1 Base Bonus Earn a standard 8% bonus. Tier 2 Launch Bonus Join in Q1 & unlock an extra 8% boost. Tier 3 Milestone Bonus Hit the Q1 target & earn an additional 4% reward. Max Potential Earn up to a 20% bonus rate Join Now Posted,https://x.com/HTX_Global/status/2022197294729154741,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999040365,0.9999932051,0.9999480247,0.9999480247,f170e01f337f975e6f94d79b0171ffb485fc7ddd0b11e5dad07f50933eea5699,HTX,discord,Posted,,"{""filter_out"": 9.599791519576684e-05, ""high_value"": 1.6271745062468312e-10, ""yield_farming"": 0.9999040365219116}","{""filter_out"": 6.756583843525732e-06, ""high_value"": 1.914003711078749e-08, ""yield_farming"": 0.9999932050704956}","{""filter_out"": 5.192734897718765e-05, ""high_value"": 1.0664699678919476e-10, ""yield_farming"": 0.9999480247497559}","{""filter_out"": 5.192734897718765e-05, ""high_value"": 1.0664699678919476e-10, ""yield_farming"": 0.9999480247497559}",,,HTX launches new funds bonus program offering tiered incentives up to 20% for early Q1 participation.,2026-02-12 22:33:31,,2026-02-12 22:33:30,2026-02-13 6:33:30
X,"There is no limited time promotion being outlined in this post. Instead, it's an advertisement for staking on their (Bybit's) platform, but clearly this isn't specifically for a newly released pool or asset on the platform itself, and thus should not have been included in this category. We look for newly released opportunities that can be taken advantage of for a limited time - this is too broad of a post to count.",136,,2026-01-26T03:30:03.182000+00:00,Up to 11% APR on XAUT Flexible Easy Earn You read that right. It s time to make your $XAUT work harder. Bybit CryptoArk Posted,https://x.com/Bybit_Official/status/2015628261338869892,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999668598,0.9977427721,0.9999495745,0.9999495745,8840cd9327630e6f32c00d5955d3c697b8292c09a8505c65c8f81f60b6fb3362,Bybit,discord,Posted,,"{""filter_out"": 3.314939021947794e-05, ""high_value"": 1.6726305673842035e-08, ""yield_farming"": 0.9999668598175049}","{""filter_out"": 0.0022496371529996395, ""high_value"": 7.629335868841736e-06, ""yield_farming"": 0.997742772102356}","{""filter_out"": 5.025060454499908e-05, ""high_value"": 9.625158270409884e-08, ""yield_farming"": 0.99994957447052}","{""filter_out"": 5.025060454499908e-05, ""high_value"": 9.625158270409884e-08, ""yield_farming"": 0.99994957447052}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
A,,48,,2026-01-22T17:03:23.879000+00:00,"The frxUSD OUSD pool is now live on Curvefinance, launched in collaboration with fraxfinance. The pool is supported by Origin s Pool Booster and co incentivized by Frax and Origin to bootstrap deep, durable liquidity from day one 1 3 Posted",https://x.com/OriginProtocol/status/2014383377609080976,,yield_farming,yield_farming,yield_farming,yield_farming,0.5284857154,0.8980441689,0.9999558926,0.9999558926,00ab49cde217d0679c910ab8a0b9a40c82acf7994eef7d5ead805cc6a616f5ea,Origin Protocol,discord,Posted,,"{""filter_out"": 0.08410997688770294, ""high_value"": 0.38740429282188416, ""yield_farming"": 0.5284857153892517}","{""filter_out"": 0.0022260290570557117, ""high_value"": 0.09972988069057465, ""yield_farming"": 0.8980441689491272}","{""filter_out"": 1.568910556670744e-05, ""high_value"": 2.840929664671421e-05, ""yield_farming"": 0.9999558925628662}","{""filter_out"": 1.568910556670744e-05, ""high_value"": 2.840929664671421e-05, ""yield_farming"": 0.9999558925628662}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
1,,618,1472901453105598539,2026-02-16T10:24:31.606000+00:00,"Uncap s WBTC vault is now yielding 19.41% net APR. Yields adjusted from 25.46% to 19.41% last week as deposits increased. With TVL at $459K, you're still early anon. Do more with your WBTC Reposted uncapfinance",https://x.com/Starknet/status/2023342706232303730,https://x.com/uncapfinance/status/2020921474450850271,yield_farming,yield_farming,yield_farming,yield_farming,0.9999117851,0.9999649525,0.9999630451,0.9999630451,55242e62966358e62b2b991ee33010bfa8063fe65ccfb7c27b60d8fa5de82009,Starknet (BTCFi arc) 🥷,discord,Reposted,@uncapfinance,"{""filter_out"": 8.817728667054325e-05, ""high_value"": 2.2510877606407576e-09, ""yield_farming"": 0.9999117851257324}","{""filter_out"": 3.434757672948763e-05, ""high_value"": 7.131005759219988e-07, ""yield_farming"": 0.9999649524688721}","{""filter_out"": 3.642488081823103e-05, ""high_value"": 4.3326255649844825e-07, ""yield_farming"": 0.9999630451202393}","{""filter_out"": 3.642488081823103e-05, ""high_value"": 4.3326255649844825e-07, ""yield_farming"": 0.9999630451202393}",,,Uncap WBTC vault yield adjusted from 25.46% to 19.41% APR as deposits increased to $459K TVL.,2026-02-16 2:24:47,,2026-02-16 2:24:47,2026-02-16 10:24:47
A,,597,1472156286346072159,2026-02-14T09:03:30.006000+00:00,New from the USD1 airdrop campaign. Base APR 11.32%% Boosted APR 13.59% Now s your chance to earn up to 13.59% variable APR on rewards with no individual reward cap Posted,https://x.com/binance/status/2022597537270538566,,yield_farming,yield_farming,yield_farming,yield_farming,0.9980785847,0.9999057055,0.9999700785,0.9999700785,de18e67c2d8d6a1e5ea81241ccc8cdb74ac6deb0a21405f8e4f7ee8a9613d21f,Binance,discord,Posted,,"{""filter_out"": 0.001921393326483667, ""high_value"": 9.386241117681493e-09, ""yield_farming"": 0.9980785846710205}","{""filter_out"": 9.344387945020571e-05, ""high_value"": 8.495327392665786e-07, ""yield_farming"": 0.9999057054519653}","{""filter_out"": 2.993231282744091e-05, ""high_value"": 2.0985599036293934e-08, ""yield_farming"": 0.9999700784683228}","{""filter_out"": 2.993231282744091e-05, ""high_value"": 2.0985599036293934e-08, ""yield_farming"": 0.9999700784683228}",,,"USD1 airdrop campaign offers rewards up to 13.59% variable APR, base APR 11.32%, no individual reward cap",2026-02-14 1:03:48,,2026-02-14 1:03:46,2026-02-14 9:03:46
X,"This is an update, not news on something new, and no bonus for early participants to take necessary advantage of. If this was the release of the program (meaning it was new), it would be of interest, but between the update and the low APR (4% or less), most of the time this is a skip.",647,1473337981212295260,2026-02-17T15:19:08.017000+00:00,UPDATE The target rate for the ZKnomics Staking Pilot Program has increased from 3% 4% APR. 170M $ZK is already delegated and staked. Posted,https://x.com/zksync/status/2023779198914146373,,yield_farming,yield_farming,yield_farming,yield_farming,0.7265079021,0.994669497,0.9999763966,0.9999763966,0f954348347d82748c13bdf97b1a8c1d56a0e697009a278f2c53d78b63800f6f,ZKsync,discord,Posted,,"{""filter_out"": 0.27346640825271606, ""high_value"": 2.5708677640068345e-05, ""yield_farming"": 0.7265079021453857}","{""filter_out"": 0.0002843193942680955, ""high_value"": 0.0050461264327168465, ""yield_farming"": 0.994669497013092}","{""filter_out"": 2.2290028937277384e-05, ""high_value"": 1.2694800943791051e-06, ""yield_farming"": 0.999976396560669}","{""filter_out"": 2.2290028937277384e-05, ""high_value"": 1.2694800943791051e-06, ""yield_farming"": 0.999976396560669}",,,"ZKnomics Staking Pilot Program target APR raised from 3% to 4%, 170M $ZK already staked",2026-02-17 7:19:27,,2026-02-17 7:19:27,2026-02-17 15:19:26
1,,533,1471445781872513024,2026-02-12T10:00:12.539000+00:00,$ZETA Flash Rewards is now live 10% p.a. in rewards for ZETA with Crypto Earn Join Now,https://x.com/cryptocom/status/2021887002300301485,https://x.com/cryptocom/status/2021524616141820112,yield_farming,yield_farming,yield_farming,yield_farming,0.9998958111,0.9999957085,0.9999784231,0.9999784231,4ae549d0ae99063e66d0fcb50dc7cdd82bab8c66c3220093a39c68f26af4814a,Crypto.com,discord,Quoted,@cryptocom,"{""filter_out"": 0.00010372084943810478, ""high_value"": 5.216237468630425e-07, ""yield_farming"": 0.9998958110809326}","{""filter_out"": 1.3920299579694984e-06, ""high_value"": 2.9023133265582146e-06, ""yield_farming"": 0.9999957084655762}","{""filter_out"": 8.795621511126228e-07, ""high_value"": 2.0754017896251753e-05, ""yield_farming"": 0.9999784231185913}","{""filter_out"": 8.795621511126228e-07, ""high_value"": 2.0754017896251753e-05, ""yield_farming"": 0.9999784231185913}",,,"$ZETA Flash Rewards is now live, offering 10% p.a. rewards for $ZETA with Crypto Earn",2026-02-12 2:00:43,,2026-02-12 2:00:43,2026-02-12 10:00:43
X,"This is a general market update report, which is not about any specific farming opportunities for users, especially not something time sensitive. I like the idea, so you're on the right track, but without a specific farming opportunity included, there is nothing here for a yield farmer to work with.",624,1472983558082527312,2026-02-16T15:50:46.958000+00:00,"aave Horizon week 24 TVL $499.8M $335.7M stables Net Borrows $113.5M RLUSD & USCC remain top supplied assets. RLUSD incentives up to 4%% APR, USDC borrow 3% APY. GHO debt fully repaid, 80M GHO available. Debt declined, driven by USCC withdrawals. Reposted LlamaRisk",https://x.com/aave/status/2023424758017335503,https://x.com/LlamaRisk/status/2023399201720471824,yield_farming,yield_farming,yield_farming,yield_farming,0.5436184406,0.8905951977,0.9999793768,0.9999793768,66dbdb4593075e993a86f305e3a90b91f45861d65332837415d0f892b85ddfd1,Aave,discord,Reposted,@LlamaRisk,"{""filter_out"": 0.4561028778553009, ""high_value"": 0.00027867694734595716, ""yield_farming"": 0.5436184406280518}","{""filter_out"": 0.10533327609300613, ""high_value"": 0.004071541130542755, ""yield_farming"": 0.8905951976776123}","{""filter_out"": 2.0636800400097854e-05, ""high_value"": 3.7233875982423115e-09, ""yield_farming"": 0.9999793767929077}","{""filter_out"": 2.0636800400097854e-05, ""high_value"": 3.7233875982423115e-09, ""yield_farming"": 0.9999793767929077}",,,"Aave Horizon week 24 TVL $499.8M with $335.7M stables, net borrows $113.5M; RLUSD, USCC top supplied assets, GHO debt repaid",2026-02-16 7:51:03,,2026-02-16 7:51:03,2026-02-16 15:51:03
X,"This is a general advertisement KuCoin is using to try and get users to use their platform, and isn't a specific farming opportunity for users to try and take advantage of. Especially considering there isn't anything time sensitive to this announcement for someone to take advantage of - instead it's just knowledge for users to have that their idle assets will earn an APR - it's not necessarily a terrible message, but not really the exact type of thing we're really looking for. It's close though.",520,1471332508317520037,2026-02-12T02:30:06.019000+00:00,"Why let your stable coins sit idle between trades With Hold to Earn, your USDG generates up to 3.2% APR automatically. Daily snapshots, daily payouts Rewards land in your Funding Account Daily rewards automatically qualify for the next yield snapshot Put your assets to work. Posted",https://x.com/kucoincom/status/2021773755228238299,,yield_farming,yield_farming,yield_farming,yield_farming,0.9217229486,0.5807790756,0.9999811649,0.9999811649,e561f380a78b8fa41eb021d6b867688f8eb9c72ecf8e86a0cde0abad714fc2b6,KuCoin,discord,Posted,,"{""filter_out"": 0.07827698439359665, ""high_value"": 1.332572097112461e-08, ""yield_farming"": 0.921722948551178}","{""filter_out"": 0.41922086477279663, ""high_value"": 9.988428928409121e-08, ""yield_farming"": 0.5807790756225586}","{""filter_out"": 1.881643220258411e-05, ""high_value"": 1.0484808576904925e-08, ""yield_farming"": 0.999981164932251}","{""filter_out"": 1.881643220258411e-05, ""high_value"": 1.0484808576904925e-08, ""yield_farming"": 0.999981164932251}",,,Hold to Earn lets USDG stable coins generate up to 3.2% APR with daily snapshots and payouts.,2026-02-11 18:30:23,,2026-02-11 18:30:23,2026-02-12 2:30:22
1,,308,,2026-01-28T10:43:19.617000+00:00,"Earn Wednesday Week 102 Earn up to 150% APR with $BDX, $USDT and $ETH Promotion starts at 10 00 on January 28, 2026 UTC Details Reposted KuCoin Earn",https://x.com/kucoincom/status/2016462056602669188,https://x.com/KuCoin_Earn/status/2016461939107610975,yield_farming,yield_farming,yield_farming,yield_farming,0.9999419451,0.9976142645,0.9999827147,0.9999827147,32d65ae128c7783e79403a28b4e2a368e03aa012b076b785bf3d11da46531ed2,KuCoin,discord,Reposted,@KuCoin_Earn,"{""filter_out"": 5.8064022596227005e-05, ""high_value"": 2.5108532142326112e-08, ""yield_farming"": 0.9999419450759888}","{""filter_out"": 0.002378105651587248, ""high_value"": 7.62835315981647e-06, ""yield_farming"": 0.9976142644882202}","{""filter_out"": 1.6701411368558183e-05, ""high_value"": 6.083488983676943e-07, ""yield_farming"": 0.9999827146530151}","{""filter_out"": 1.6701411368558183e-05, ""high_value"": 6.083488983676943e-07, ""yield_farming"": 0.9999827146530151}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
A,,488,1470998953796435968,2026-02-11T04:24:40.424000+00:00,Earn 15.25% APY with PT slisBNBx on Lista Lending A BNB margined loop for those who want yield while staying in BNB exposure Get PT slisBNBx 4.8% PT implied Use PT as collateral borrow BNB 1.5% borrow rate Loop up to 5x 15.25% est. APY Borrow now Buy PT slisBNBx on pendle fi Reposted lista dao,https://x.com/pendle_fi/status/2021440209020387640,https://x.com/lista_dao/status/2021152021739356660,yield_farming,yield_farming,yield_farming,yield_farming,0.7324607372,0.9984228611,0.9999834299,0.9999834299,bc364ebb2661f7066f9f9c9d8eb6de2e0779a29e33ae45c4fcc16d28d1e898ad,Pendle,discord,Reposted,@lista_dao,"{""filter_out"": 0.2675166428089142, ""high_value"": 2.2521249775309116e-05, ""yield_farming"": 0.7324607372283936}","{""filter_out"": 0.0015750197926536202, ""high_value"": 2.136494686055812e-06, ""yield_farming"": 0.9984228610992432}","{""filter_out"": 1.658655128267128e-05, ""high_value"": 3.0084039703837107e-09, ""yield_farming"": 0.9999834299087524}","{""filter_out"": 1.658655128267128e-05, ""high_value"": 3.0084039703837107e-09, ""yield_farming"": 0.9999834299087524}",,,"Earn 15.25% APY with PT slisBNBx on Lista Lending; borrow BNB at 1.5% rate, loop up to 5x.",2026-02-10 20:24:58,,2026-02-10 20:24:58,2026-02-11 4:24:57
0,This is just an advertisement. No specific time sensitive farming opportunity is present. This does not qualify as a yield farming category post.,155,,2026-01-26T13:00:16.224000+00:00,"NEW HTX Earn Deposit $AXS on Flexible Earn, Earn a 20% APY AxieInfinity Start Posted",https://x.com/HTX_Global/status/2015771704736252054,,yield_farming,yield_farming,yield_farming,yield_farming,0.999163866,0.9998887777,0.9999839067,0.9999839067,083040ee805b43005edec8dabb0bf59f63866efe7d0eb46e2129ad3d44015478,HTX,discord,Posted,,"{""filter_out"": 0.0008360903011634946, ""high_value"": 9.824991487050738e-09, ""yield_farming"": 0.9991638660430908}","{""filter_out"": 4.9083566409535706e-05, ""high_value"": 6.20474384049885e-05, ""yield_farming"": 0.9998887777328491}","{""filter_out"": 1.3631311958306469e-05, ""high_value"": 2.4824462343531195e-06, ""yield_farming"": 0.9999839067459106}","{""filter_out"": 1.3631311958306469e-05, ""high_value"": 2.4824462343531195e-06, ""yield_farming"": 0.9999839067459106}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
1,,521,1471357857977864358,2026-02-12T04:10:49.849000+00:00,"Up to 20% APR is arrived The Exclusive Binance Wallet Campaign with UTechStables is now live U Carnival Season 1 starts now. Equal Shared Prize Pool Hold on BNB Chain, or subscribe, or borrow at least 100 U in U lista dao or VenusProtocol vaults via Binance Wallet Earn to equally share $100k worth of rewards in Season 1. APR Boosted Prize Pool Subscribe at least 100 U in Venus or Lista U vaults via Binance Wallet to share $700k worth of rewards in Season 1. Check out Now Reposted BinanceWallet",https://x.com/VenusProtocol/status/2021799121838125488,https://x.com/BinanceWallet/status/2021798305156768112,yield_farming,yield_farming,yield_farming,yield_farming,0.9965308309,0.9933373928,0.9999855757,0.9999855757,a8dc07e700f65b657a345090210388916c292091f3c358f123bc9429bda7c379,Venus Protocol,discord,Reposted,@BinanceWallet,"{""filter_out"": 0.003468925366178155, ""high_value"": 2.0052573290740838e-07, ""yield_farming"": 0.9965308308601379}","{""filter_out"": 0.006661908235400915, ""high_value"": 7.332180871344463e-07, ""yield_farming"": 0.9933373928070068}","{""filter_out"": 1.4438478501688223e-05, ""high_value"": 5.502487354647201e-09, ""yield_farming"": 0.9999855756759644}","{""filter_out"": 1.4438478501688223e-05, ""high_value"": 5.502487354647201e-09, ""yield_farming"": 0.9999855756759644}",,,Binance Wallet campaign live on BNB Chain; earn up to 20% APR and share $100k rewards by subscribing or borrowing 100 U.,2026-02-11 20:11:07,,2026-02-11 20:11:07,2026-02-12 4:11:06
1,,128,,2026-01-25T04:12:13.137000+00:00,"Yield season is on. Earn up to 20% APY with HTX Earn XMR ZEC DASH FHE DUSK ZKP Ends, Jan 28th Don t fade it. Join now Posted",https://x.com/HTX_Global/status/2015276440942453241,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999016523,0.934359014,0.9999864101,0.9999864101,e459c51c79f2e89b33e0327b79a066e29d8c86d249858e40cb49314a279e8803,HTX,discord,Posted,,"{""filter_out"": 9.83811987680383e-05, ""high_value"": 1.3306499235810065e-09, ""yield_farming"": 0.9999016523361206}","{""filter_out"": 0.06560230255126953, ""high_value"": 3.8623697037110105e-05, ""yield_farming"": 0.9343590140342712}","{""filter_out"": 1.3598107216239441e-05, ""high_value"": 4.944383569238653e-09, ""yield_farming"": 0.9999864101409912}","{""filter_out"": 1.3598107216239441e-05, ""high_value"": 4.944383569238653e-09, ""yield_farming"": 0.9999864101409912}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
0,"This is a general market update report, which is not about any specific farming opportunities for users, especially not something time sensitive that users can take advantage of my seeing this before other users. ",162,,2026-01-26T14:47:13.645000+00:00,"aave Horizon week 21 TVL $571.1M $338.1M stables Borrowed $172.6M RLUSD and USCC remain dominant supplied assets with active incentives. A new USCC borrow campaign offers rewards, reducing borrowing costs by 3.5% APY. RLUSD provides daily rewards capped at 4.25% APR. Reposted LlamaRisk",https://x.com/aave/status/2015798612123398408,https://x.com/LlamaRisk/status/2015780224185581575,yield_farming,yield_farming,yield_farming,yield_farming,0.8943327665,0.9939479828,0.999986887,0.999986887,d6fa460988ec71f95336bde02b25b30bdb384e531eb424d308b2014820962f8d,Aave,discord,Reposted,@LlamaRisk,"{""filter_out"": 0.10515683889389038, ""high_value"": 0.0005103430594317615, ""yield_farming"": 0.894332766532898}","{""filter_out"": 0.0015907170018181205, ""high_value"": 0.0044612763449549675, ""yield_farming"": 0.9939479827880859}","{""filter_out"": 1.3109142855682876e-05, ""high_value"": 5.3157155122107724e-08, ""yield_farming"": 0.9999868869781494}","{""filter_out"": 1.3109142855682876e-05, ""high_value"": 5.3157155122107724e-08, ""yield_farming"": 0.9999868869781494}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
0,"This is about fixed rate borrowing, instead of a liquidity farming opportunity.",420,,2026-01-30T12:26:32.524000+00:00,"NEW ARKET You can now borrow $HONEY at a FIXED rate on Berachain with InfraredFinance's $sIR, while your $sIR earns 200 % APR for you Liquidity bootstrapped by OrigamiCryptoHQ Try it out here Reposted TermMaxFi",https://x.com/InfraredFinance/status/2017212783033471425,https://x.com/TermMaxFi/status/2016890824358056427,yield_farming,yield_farming,yield_farming,yield_farming,0.9999938011,0.9999955893,0.9999877214,0.9999877214,5fafa887c65596e4d2501d50a643b88c21ea227352448781cd1fdc0742ce7560,Infrared,discord,Reposted,@TermMaxFi,"{""filter_out"": 6.162201316328719e-06, ""high_value"": 1.036406738208484e-09, ""yield_farming"": 0.9999938011169434}","{""filter_out"": 3.966984422731912e-06, ""high_value"": 4.5209233690002293e-07, ""yield_farming"": 0.9999955892562866}","{""filter_out"": 1.2314911145949736e-05, ""high_value"": 5.48445875381276e-08, ""yield_farming"": 0.9999877214431763}","{""filter_out"": 1.2314911145949736e-05, ""high_value"": 5.48445875381276e-08, ""yield_farming"": 0.9999877214431763}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25
X,"Nothing specific in this message that is a liquidity farming opportunity for users, and extra because there's no bonus or other type of reward for being early to the opportunity.",309,,2026-01-28T11:26:27.891000+00:00,"New rFLR rewards are available. Every epoch, participation across the ecosystem is recognized. Claim yours Posted",https://x.com/FlareNetworks/status/2016472933724553610,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999296665,0.9218690395,0.9999878407,0.9999878407,22b4012e52de066574b8a44bbf33b7f0f4f8a8a27b612a791782f854aeea56c4,Flare ☀,discord,Posted,,"{""filter_out"": 7.034094596747309e-05, ""high_value"": 5.315411399919867e-08, ""yield_farming"": 0.999929666519165}","{""filter_out"": 0.07807369530200958, ""high_value"": 5.720597619074397e-05, ""yield_farming"": 0.9218690395355225}","{""filter_out"": 1.2029637218802236e-05, ""high_value"": 1.235942050925587e-07, ""yield_farming"": 0.9999878406524658}","{""filter_out"": 1.2029637218802236e-05, ""high_value"": 1.235942050925587e-07, ""yield_farming"": 0.9999878406524658}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
0,"This is referencing an ongoing campaign (meaning this is not the first time the market is learning about this) and is a normal CEX staking campaign that they're advertising, not really a limited time event that can be taken advantage of by getting in early.",393,,2026-01-30T03:00:18.355000+00:00,$USDT & $USDC Staking Gala is ongoing on MEXC Earn up to 15% APR with Cross Asset Fixed Savings. Join now Posted,https://x.com/MEXC_Official/status/2017070267756138582,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999881983,0.9999452829,0.9999893904,0.9999893904,2d01b73448377080a4b3fd80c1545fbd47a0b47ba5b05857b50647f843bc3570,MEXC,discord,Posted,,"{""filter_out"": 1.1843138963740785e-05, ""high_value"": 3.398227699236145e-09, ""yield_farming"": 0.9999881982803345}","{""filter_out"": 5.225214044912718e-05, ""high_value"": 2.5611486762500135e-06, ""yield_farming"": 0.9999452829360962}","{""filter_out"": 5.955111646471778e-06, ""high_value"": 4.637845904653659e-06, ""yield_farming"": 0.99998939037323}","{""filter_out"": 5.955111646471778e-06, ""high_value"": 4.637845904653659e-06, ""yield_farming"": 0.99998939037323}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25
1,,115,,2026-01-24T00:00:06.618000+00:00,Earn more with $LINEA on Binance Enjoy up to 15% APR with LineaBuild Simple Earn Flexible Products. Real Time APR 50k LINEA Personal Limit Exclusive Bonus Tiered APR Details Posted,https://x.com/binance/status/2014850643282854272,,yield_farming,yield_farming,yield_farming,yield_farming,0.9991238713,0.9996424913,0.9999912977,0.9999912977,c65b26911f42f3d9a415301123b35175a95986430927cc100e0c7b85b6123f67,Binance,discord,Posted,,"{""filter_out"": 0.0008761799545027316, ""high_value"": 3.429121875342389e-08, ""yield_farming"": 0.9991238713264465}","{""filter_out"": 0.0003379728295840323, ""high_value"": 1.951928425114602e-05, ""yield_farming"": 0.9996424913406372}","{""filter_out"": 8.597224223194644e-06, ""high_value"": 6.214728642817136e-08, ""yield_farming"": 0.9999912977218628}","{""filter_out"": 8.597224223194644e-06, ""high_value"": 6.214728642817136e-08, ""yield_farming"": 0.9999912977218628}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31
X,"This is a pure advertisement from Binance and isn't actually a special yield farming event. It's just puffing in order to get users to come over, and independent yield farmers can't really take special advantage of this since there is no offer in this message specifically. ",537,1471476714168385705,2026-02-12T12:03:07.373000+00:00,Want to grow your crypto holdings while you buy Discover how Binance Buy & Earn lets you earn rewards effortlessly and access exclusive token airdrops. Earn up to 20% APR on USDT via P2P and fiat channels. Buy now Posted,https://x.com/binance/status/2021917918980669692,,yield_farming,yield_farming,yield_farming,yield_farming,0.9933997393,0.9947636127,0.9999922514,0.9999922514,3279d437c61f930999e968333f0099651dbd8380da2cb967c99efba9177d27f3,Binance,discord,Posted,,"{""filter_out"": 0.006598776672035456, ""high_value"": 1.50422306433029e-06, ""yield_farming"": 0.9933997392654419}","{""filter_out"": 0.005197388585656881, ""high_value"": 3.902064054273069e-05, ""yield_farming"": 0.9947636127471924}","{""filter_out"": 7.6185342550161295e-06, ""high_value"": 8.501796600057787e-08, ""yield_farming"": 0.9999922513961792}","{""filter_out"": 7.6185342550161295e-06, ""high_value"": 8.501796600057787e-08, ""yield_farming"": 0.9999922513961792}",,,Binance Buy & Earn offers up to 20% APR on USDT via P2P and fiat channels with token airdrops.,2026-02-12 4:03:25,,2026-02-12 4:03:25,2026-02-12 12:03:24
1,,345,,2026-01-29T03:00:47.329000+00:00,Looking for high yield staking Stake $ZAMA to earn up to 300% APR during the $ZAMA Staking Gala. Get started on MEXC Posted,https://x.com/MEXC_Official/status/2016708005916790815,,yield_farming,yield_farming,yield_farming,yield_farming,0.999930501,0.9997959733,0.9999939203,0.9999939203,fb1124bae00ca1730145f81380b93085a3882ba0caefacd082373178913104b8,MEXC,discord,Posted,,"{""filter_out"": 6.949274393264204e-05, ""high_value"": 2.9987523575414343e-09, ""yield_farming"": 0.9999305009841919}","{""filter_out"": 0.00015719610382802784, ""high_value"": 4.683152292273007e-05, ""yield_farming"": 0.9997959733009338}","{""filter_out"": 5.9087956287839916e-06, ""high_value"": 1.35742510565251e-07, ""yield_farming"": 0.9999939203262329}","{""filter_out"": 5.9087956287839916e-06, ""high_value"": 1.35742510565251e-07, ""yield_farming"": 0.9999939203262329}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
1,,577,1471853477977129002,2026-02-13T13:00:14.865000+00:00,"One place where every asset earns. BTC, XAUt, SPYx Vault, 3% APR ESPORTS, VELVET, AIO Vaults, 20% APR USDf Classic, 6.81% APY USDf Boosted, up to 10.22% APY FF Vault, 12% APR Posted",https://x.com/falconfinance/status/2022294709511848242,,yield_farming,yield_farming,yield_farming,yield_farming,0.8831315637,0.9837651849,0.9999941587,0.9999941587,b8eb2a7632299aa0a56374c3b0d69fc4a7a03ae14e569327797bdc002aaef787,Falcon Finance 🦅🟠,discord,Posted,,"{""filter_out"": 0.11686773598194122, ""high_value"": 7.636351710971212e-07, ""yield_farming"": 0.8831315636634827}","{""filter_out"": 0.01623409241437912, ""high_value"": 7.61360581691406e-07, ""yield_farming"": 0.983765184879303}","{""filter_out"": 5.787043846794404e-06, ""high_value"": 1.2039887309356345e-08, ""yield_farming"": 0.999994158744812}","{""filter_out"": 5.787043846794404e-06, ""high_value"": 1.2039887309356345e-08, ""yield_farming"": 0.999994158744812}",,,"Assets like BTC, XAUt, SPYx vaults earn 3% to 20% APR or APY rates.",2026-02-13 5:00:48,,2026-02-13 5:00:48,2026-02-13 13:00:48
1,,615,1472888042053304454,2026-02-16T09:31:14.162000+00:00,New Year. New Yield. Stake LIT on HTX Earn hourly Instant liquidity 6% Bonus APY Flexible staking done right. Posted,https://x.com/HTX_Global/status/2023329281779040530,,yield_farming,yield_farming,yield_farming,yield_farming,0.9934067726,0.991084218,0.99999547,0.99999547,9d3bcd242aa94e9e08786434bd195f522225a3cf181a35f29ab05886204ff1ff,HTX,discord,Posted,,"{""filter_out"": 0.006593205966055393, ""high_value"": 2.4402864173822536e-09, ""yield_farming"": 0.9934067726135254}","{""filter_out"": 0.008912695571780205, ""high_value"": 3.070942511840258e-06, ""yield_farming"": 0.9910842180252075}","{""filter_out"": 4.185396846878575e-06, ""high_value"": 3.3999415904872876e-07, ""yield_farming"": 0.9999954700469971}","{""filter_out"": 4.185396846878575e-06, ""high_value"": 3.3999415904872876e-07, ""yield_farming"": 0.9999954700469971}",,,Stake LIT tokens on HTX with flexible staking and earn hourly instant liquidity plus 6% bonus APY.,2026-02-16 1:31:32,,2026-02-16 1:31:32,2026-02-16 9:31:32
