keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
,,204,,2026-01-26T21:10:24.767000+00:00,"The Solstice Market continues to grow on Kamino, crossing $20M in Market Size, with PT USX from ExponentFinance as the core pair. Fixed APY Maturity Feb 9th Up to 80% LTV PT USX can be supplied as collateral to borrow USX and loop fixed yield directly on Kamino. Posted",https://x.com/kamino/status/2015895085964251636,,filter_out,yield_farming,yield_farming,yield_farming,0.8904548287,0.9006404281,0.9998084903,0.9998084903,a6aabd1bf4142794dc2159def0ece16db0df1f595de304217fb777c5728cc8fb,Kamino,discord,Posted,,"{""filter_out"": 0.8904548287391663, ""high_value"": 0.012901677750051022, ""yield_farming"": 0.09664352983236313}","{""filter_out"": 0.0929998829960823, ""high_value"": 0.006359699182212353, ""yield_farming"": 0.9006404280662537}","{""filter_out"": 9.992116247303784e-05, ""high_value"": 9.169281111098826e-05, ""yield_farming"": 0.9998084902763367}","{""filter_out"": 9.992116247303784e-05, ""high_value"": 9.169281111098826e-05, ""yield_farming"": 0.9998084902763367}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,oc+pc_agree_mc_disagrees,yield_farming,mc
,,203,,2026-01-26T21:08:18.101000+00:00,Over 56K holders of XAUt0 on Celo. Higher. Reposted USDT0 to,https://x.com/Celo/status/2015894585424179229,https://x.com/USDT0_to/status/2015841353679216997,filter_out,filter_out,yield_farming,yield_farming,0.9999691248,0.9998608828,0.562173903,0.562173903,135a9535cab2193731e2e1f56b0b5407c84350683ec7c06215b70d417c289d8f,Celo.eth/acc 🦇 🌳,discord,Reposted,@USDT0_to,"{""filter_out"": 0.9999691247940063, ""high_value"": 4.450714925496868e-07, ""yield_farming"": 3.047913014597725e-05}","{""filter_out"": 0.9998608827590942, ""high_value"": 1.5687613995396532e-05, ""yield_farming"": 0.00012339263048488647}","{""filter_out"": 0.43782147765159607, ""high_value"": 4.721216555481078e-06, ""yield_farming"": 0.5621739029884338}","{""filter_out"": 0.43782147765159607, ""high_value"": 4.721216555481078e-06, ""yield_farming"": 0.5621739029884338}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,202,,2026-01-26T20:57:33.835000+00:00,"The Solstice Market continues to grow on Kamino, crossing $20M in Market Size, with PT USX from ExponentFinance as the core pair. Fixed APY Maturity Feb 9th Up to 80% LTV PT USX can be supplied as collateral to borrow USX or USDC and loop fixed yield directly on Kamino. Posted",https://x.com/kamino/status/2015891847093313626,,filter_out,yield_farming,yield_farming,yield_farming,0.9105547071,0.7128560543,0.99800843,0.99800843,2729a5c87d7e28bbbf322455951684b6643fe64062f9d9081be151c9dd8dd9d8,Kamino,discord,Posted,,"{""filter_out"": 0.9105547070503235, ""high_value"": 0.0162910595536232, ""yield_farming"": 0.07315421104431152}","{""filter_out"": 0.2726917266845703, ""high_value"": 0.01445213332772255, ""yield_farming"": 0.7128560543060303}","{""filter_out"": 0.0013661707052960992, ""high_value"": 0.0006254785694181919, ""yield_farming"": 0.9980084300041199}","{""filter_out"": 0.0013661707052960992, ""high_value"": 0.0006254785694181919, ""yield_farming"": 0.9980084300041199}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,oc+pc_agree_mc_disagrees,yield_farming,mc
,,193,,2026-01-26T19:45:12.950000+00:00,The Liquid Reserve vault is available to U.S. users The Liquid Reserve vault provides a simple way for users to earn rewards on their USD holdings through a set of DeFi opportunities. Learn more below Posted,https://x.com/ether_fi/status/2015873638944440650,,filter_out,filter_out,yield_farming,yield_farming,0.9698726535,0.7948172688,0.8811587095,0.8811587095,ea394a67b1ee25d6109431101e7e6af4a763daf1aab71a2c40bdf672f7c5f093,ether.fi,discord,Posted,,"{""filter_out"": 0.9698726534843445, ""high_value"": 0.0003203118685632944, ""yield_farming"": 0.029806988313794136}","{""filter_out"": 0.7948172688484192, ""high_value"": 0.048673924058675766, ""yield_farming"": 0.15650880336761475}","{""filter_out"": 0.10964560508728027, ""high_value"": 0.009195717051625252, ""yield_farming"": 0.881158709526062}","{""filter_out"": 0.10964560508728027, ""high_value"": 0.009195717051625252, ""yield_farming"": 0.881158709526062}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,191,,2026-01-26T18:41:31.465000+00:00,"Voting is now live for SNX stakers. Vote here before Jan 31, 00 00 UTC",https://x.com/synthetix/status/2015857597711323595,https://x.com/synthetix/status/2014047763781050707,filter_out,filter_out,yield_farming,yield_farming,0.9841340184,0.9291505218,0.850417614,0.850417614,a2468f305b7555adb92d1d37f24e65ca972448d2e5311747dab2b879596bec45,Synthetix ⚔,discord,Quoted,@synthetix,"{""filter_out"": 0.9841340184211731, ""high_value"": 0.015721723437309265, ""yield_farming"": 0.00014422756794374436}","{""filter_out"": 0.9291505217552185, ""high_value"": 0.07026258856058121, ""yield_farming"": 0.0005868906737305224}","{""filter_out"": 0.14893947541713715, ""high_value"": 0.0006428959313780069, ""yield_farming"": 0.8504176139831543}","{""filter_out"": 0.14893947541713715, ""high_value"": 0.0006428959313780069, ""yield_farming"": 0.8504176139831543}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,187,,2026-01-26T18:19:58.247000+00:00,"It's almost impossible to get your closing balance at a certain date on most chains, but on XPRNetwork your taxes are easy. Just use by danemarkbp and SaltantXPR and get your closing balance at any date. Includes lending protocol, staked and more Reposted protonnz",https://x.com/XPRNetwork/status/2015852204721373240,https://x.com/protonnz/status/2015843817946284198,filter_out,filter_out,yield_farming,yield_farming,0.9752542973,0.9973474741,0.956299305,0.956299305,3ebe6286799977887664663ff16c7498c44ab53c30043d51efd3d3817b881aba,XPR Network,discord,Reposted,@protonnz,"{""filter_out"": 0.9752542972564697, ""high_value"": 4.291423465474509e-05, ""yield_farming"": 0.024702809751033783}","{""filter_out"": 0.9973474740982056, ""high_value"": 1.9698150310887286e-07, ""yield_farming"": 0.0026522590778768063}","{""filter_out"": 0.043690621852874756, ""high_value"": 9.994912943511736e-06, ""yield_farming"": 0.9562993049621582}","{""filter_out"": 0.043690621852874756, ""high_value"": 9.994912943511736e-06, ""yield_farming"": 0.9562993049621582}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,185,,2026-01-26T17:42:06.205000+00:00,Your weekly katana pool highlights are here BTC WBTC USDC 243.99% APR ETH USDC ETH 301.16% APR DeFi SUSHI ETH 85.64% APR SOL uSOL ETH 168.98% APR Stables AUSD USDC 21.45% APR Posted,https://x.com/SushiSwap/status/2015842669868810461,,filter_out,filter_out,yield_farming,yield_farming,0.9997324347,0.9999861717,0.9999959469,0.9999959469,0e0bce6be763a28b39c19c9e4e152bcbb530dafb06cd0b72a94b4eec8bd65752,Sushi.com,discord,Posted,,"{""filter_out"": 0.9997324347496033, ""high_value"": 8.395894838031381e-06, ""yield_farming"": 0.00025915607693605125}","{""filter_out"": 0.9999861717224121, ""high_value"": 4.3568388718995266e-06, ""yield_farming"": 9.516210411675274e-06}","{""filter_out"": 4.0294562495546415e-06, ""high_value"": 4.54681341466312e-08, ""yield_farming"": 0.9999959468841553}","{""filter_out"": 4.0294562495546415e-06, ""high_value"": 4.54681341466312e-08, ""yield_farming"": 0.9999959468841553}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,183,,2026-01-26T17:26:12.419000+00:00,"New ATHs. Tokenized metals on Solana orogoldapp Vaulted yield bearing gold with over $2M in TVL DeFiCarrot Defi meets gold with TURBOGOLD, up to 4x exposure on Oro s GOLD xStocksFi Onchain exposure to gold through $GLDx on Solana RemoraMarkets Precious metals tokenized, programmable, and onchain gold, silver, platinum, palladium, copper OndoFinance Gold, silver, oil, strategic metals with Wall Street grade liquidity Posted",https://x.com/solana/status/2015838656939098207,,filter_out,filter_out,yield_farming,yield_farming,0.9913593531,0.9999989271,0.8714453578,0.8714453578,86113679a7986ec00b97142778fbbb85f58b0d194e337ad3661fd4c8051b303e,Solana,discord,Posted,,"{""filter_out"": 0.9913593530654907, ""high_value"": 0.00785528402775526, ""yield_farming"": 0.0007854111609049141}","{""filter_out"": 0.999998927116394, ""high_value"": 6.681513582407206e-07, ""yield_farming"": 3.8070118080213433e-07}","{""filter_out"": 0.12852078676223755, ""high_value"": 3.3840504329418764e-05, ""yield_farming"": 0.87144535779953}","{""filter_out"": 0.12852078676223755, ""high_value"": 3.3840504329418764e-05, ""yield_farming"": 0.87144535779953}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,177,,2026-01-26T16:54:56.965000+00:00,Sometimes you get writer s block. Sometimes the yield sells. Sometimes the tokens do. But sometimes the post just write itself... frxUSD OUSD 10% APY cbETH ETH 6.3% APY Reposted beefyfinance,https://x.com/OriginProtocol/status/2015830816367030508,https://x.com/beefyfinance/status/2015828490583421283,yield_farming,filter_out,yield_farming,yield_farming,0.9539656043,0.7662824988,0.8615381122,0.8615381122,70f1106ea1e60bf57fb06a5c3c7319332d1ce00de73a5eb8ff684e15f0ba16bf,Origin Protocol,discord,Reposted,@beefyfinance,"{""filter_out"": 0.04603387787938118, ""high_value"": 4.2459600990696345e-07, ""yield_farming"": 0.9539656043052673}","{""filter_out"": 0.7662824988365173, ""high_value"": 1.4502284102491103e-05, ""yield_farming"": 0.23370297253131866}","{""filter_out"": 0.13846176862716675, ""high_value"": 1.0986252618749859e-07, ""yield_farming"": 0.8615381121635437}","{""filter_out"": 0.13846176862716675, ""high_value"": 1.0986252618749859e-07, ""yield_farming"": 0.8615381121635437}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+pc_agree_oc_disagrees,yield_farming,oc
,,173,,2026-01-26T16:09:32.185000+00:00,ORCA Earn is live on SwissBorg Auto compounding daily No gas fees or dApp connections Ready to Earn with your $ORCA We take the complexity out of DeFi yield. One app. One tap. Here's how we do it Reposted swissborg,https://x.com/orca_so/status/2015819397697528216,https://x.com/swissborg/status/2013943079573897528,yield_farming,filter_out,yield_farming,yield_farming,0.9353441596,0.9998975992,0.9925661087,0.9925661087,d421d592689a8e9e95feb69d7027c48edf2489afe4e23d25c9820995b58eb0ac,Orca 🌊,discord,Reposted,@swissborg,"{""filter_out"": 0.06465332955121994, ""high_value"": 2.471733751008287e-06, ""yield_farming"": 0.9353441596031189}","{""filter_out"": 0.9998975992202759, ""high_value"": 3.4317775288172925e-08, ""yield_farming"": 0.00010239979746984318}","{""filter_out"": 0.007359534967690706, ""high_value"": 7.42953852750361e-05, ""yield_farming"": 0.9925661087036133}","{""filter_out"": 0.007359534967690706, ""high_value"": 7.42953852750361e-05, ""yield_farming"": 0.9925661087036133}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+pc_agree_oc_disagrees,yield_farming,oc
,,172,,2026-01-26T16:08:16.421000+00:00,"Ever wondered how much staking $T can help offset bridge fees BTC tBTC minting stays free, and the 20 bps redemption fee can be reduced or fully offset by staking $T. Under current assumptions, staking 100k $T covers about $1.2k year in redemption fees 0.001 tBTC , with savings scaling directly as stake and bridge volume increase. The chart below shows how this grows at higher staking tiers. Posted",https://x.com/TheTNetwork/status/2015819077869318616,,filter_out,filter_out,yield_farming,yield_farming,0.9032738209,0.9983383417,0.9999765158,0.9999765158,66e4b671dc45e74440d3ed0ccc582b74987b9b146279ab199f97732b1ed12274,Threshold Network ✜,discord,Posted,,"{""filter_out"": 0.9032738208770752, ""high_value"": 2.2647082005278207e-05, ""yield_farming"": 0.09670360386371613}","{""filter_out"": 0.9983383417129517, ""high_value"": 2.3052349718000187e-07, ""yield_farming"": 0.0016613902989774942}","{""filter_out"": 2.3506663637817837e-05, ""high_value"": 4.5989473340668496e-10, ""yield_farming"": 0.9999765157699585}","{""filter_out"": 2.3506663637817837e-05, ""high_value"": 4.5989473340668496e-10, ""yield_farming"": 0.9999765157699585}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,171,,2026-01-26T16:08:08.613000+00:00,Transparency check CoinEx Proof of Reserves updated for Jan 22. Your assets are backed 1 1 and beyond. See the numbers here Posted,https://x.com/coinexcom/status/2015819016133292493,,filter_out,filter_out,yield_farming,yield_farming,0.9998369217,0.9991667271,0.3989739716,0.3989739716,d2b84cc9b703a0f2d7cb106f08249211f89ae90320a2b09ee5ee35a655557a34,CoinEx Global,discord,Posted,,"{""filter_out"": 0.9998369216918945, ""high_value"": 1.1841347259178292e-05, ""yield_farming"": 0.00015118018200155348}","{""filter_out"": 0.99916672706604, ""high_value"": 6.60014629829675e-05, ""yield_farming"": 0.0007672417559660971}","{""filter_out"": 0.33860480785369873, ""high_value"": 0.26242122054100037, ""yield_farming"": 0.3989739716053009}","{""filter_out"": 0.33860480785369873, ""high_value"": 0.26242122054100037, ""yield_farming"": 0.3989739716053009}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,160,,2026-01-26T14:23:47.079000+00:00,The average U.S. savings rate is 0.39%. Earn up to 7.5% on USDC with Suilend. Same dollars. Different results. Posted,https://x.com/suilendprotocol/status/2015792770120839376,,filter_out,yield_farming,yield_farming,yield_farming,0.9658995867,0.999910593,0.9996722937,0.9996722937,74b262d7b6e7294e846a66c2c4d87cd6691fea40296a63104db3334e1cd64273,Suilend,discord,Posted,,"{""filter_out"": 0.9658995866775513, ""high_value"": 2.8355483294717487e-08, ""yield_farming"": 0.034100428223609924}","{""filter_out"": 8.888079901225865e-05, ""high_value"": 4.4504545826384856e-07, ""yield_farming"": 0.9999105930328369}","{""filter_out"": 0.00032710476079955697, ""high_value"": 5.894489163438266e-07, ""yield_farming"": 0.9996722936630249}","{""filter_out"": 0.00032710476079955697, ""high_value"": 5.894489163438266e-07, ""yield_farming"": 0.9996722936630249}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,oc+pc_agree_mc_disagrees,yield_farming,mc
,,154,,2026-01-26T12:41:56.937000+00:00,Good time to remind you that you can borrow against gold on 0xfluid and earn yield on it at the same time Reposted DeFi Made Here,https://x.com/0xfluid/status/2015767126947033463,https://x.com/DeFi_Made_Here/status/2015757574310617498,yield_farming,filter_out,yield_farming,yield_farming,0.774579227,0.9970648885,0.5544548631,0.5544548631,b36b77c07cf452e89852f09d4e3086ab7a41c461f0b40210c6ce70448c68673b,Fluid 🌊,discord,Reposted,@DeFi_Made_Here,"{""filter_out"": 0.2254153937101364, ""high_value"": 5.392856564867543e-06, ""yield_farming"": 0.7745792269706726}","{""filter_out"": 0.9970648884773254, ""high_value"": 1.31180783569107e-07, ""yield_farming"": 0.002934951102361083}","{""filter_out"": 0.44551700353622437, ""high_value"": 2.8081631171517074e-05, ""yield_farming"": 0.5544548630714417}","{""filter_out"": 0.44551700353622437, ""high_value"": 2.8081631171517074e-05, ""yield_farming"": 0.5544548630714417}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+pc_agree_oc_disagrees,yield_farming,oc
,,152,,2026-01-26T12:24:05.053000+00:00,"Update on Velofinance Flex Pool staking Rewards for the Flex Pool have currently been fully distributed. The continuation of the programme is under review, and updates will be shared once available. In the meantime, LP holders continue to earn 80% of trading fees, calculated per pool based on trading volume. We thank you for your continued support. Posted",https://x.com/veloprotocol/status/2015762649057726581,,filter_out,yield_farming,yield_farming,yield_farming,0.9272879958,0.7605905533,0.9553191662,0.9553191662,81d531da56d356e6131e6ffd0f45283d2e4f18b7a71e9566c4549b2cef2ac783,Velo Official,discord,Posted,,"{""filter_out"": 0.9272879958152771, ""high_value"": 8.114758384181187e-05, ""yield_farming"": 0.07263080775737762}","{""filter_out"": 0.23933042585849762, ""high_value"": 7.904168887762353e-05, ""yield_farming"": 0.7605905532836914}","{""filter_out"": 0.0446808747947216, ""high_value"": 2.985362002050351e-08, ""yield_farming"": 0.9553191661834717}","{""filter_out"": 0.0446808747947216, ""high_value"": 2.985362002050351e-08, ""yield_farming"": 0.9553191661834717}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,oc+pc_agree_mc_disagrees,yield_farming,mc
,,151,,2026-01-26T12:07:09.890000+00:00,"The FabricFND Public Sale is now live Priority Allocations if oversubscribed 40% Min 15% allocated to the Fabric community, users with Platinum Rank on the FABRIC dashboard app, holders of the Backpack Badge, OG Badge, Developer Badge and Researcher Badge. Min 10% allocated to the Kaito community sKAITO, Yapybara holders, and top CT accounts globally, as well as CN and KR . Min 5% allocated to successful referrers under our new referral program. Min 5% allocated to the Virtuals community for participants staking 100 veVirtuals allocation determined by the total veVirtuals participating . Min 5% allocated to the Surf community for NFT Pass holders allocation determined by the number of NFT Pass holders participating . Key details Valuation $400m FDV Prev Valuation May 2025 $200M Investors include Pantera Capital, Coinbase Ventures, DCG, Ribbit Capital, Hongshan, Topology, Primitive Ventures, and others. Target Raise $2M Maximum Offering 0.5% of total supply Vesting 100% at TGE Min Max Pledge Size $1,000 $250,000 Estimated TGE Q1 2026 The sale is open to all jurisdictions permitted under our Terms of Use not for US persons. Head to our Capital Launchpad to get involved Posted",https://x.com/KaitoAI/status/2015758398189441466,,filter_out,filter_out,yield_farming,yield_farming,0.9712052941,0.8712355494,0.9875683188,0.9875683188,06a1c92cfc6e494a7d38cb9e2b172f47fc92660f4fc3f77d162c69c0b62db71f,Kaito AI 🌊,discord,Posted,,"{""filter_out"": 0.9712052941322327, ""high_value"": 0.005774998106062412, ""yield_farming"": 0.0230197012424469}","{""filter_out"": 0.8712355494499207, ""high_value"": 0.0002745593956205994, ""yield_farming"": 0.12848983705043793}","{""filter_out"": 0.012431650422513485, ""high_value"": 7.802984036686667e-09, ""yield_farming"": 0.9875683188438416}","{""filter_out"": 0.012431650422513485, ""high_value"": 7.802984036686667e-09, ""yield_farming"": 0.9875683188438416}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,149,,2026-01-26T10:46:12.824000+00:00,"KuCoin Earn Will Be Launching the SENT Saving Coin Activity Start 14 00 00 on January 27, 2026 UTC Details Reposted KuCoin Earn",https://x.com/kucoincom/status/2015737987716534408,https://x.com/KuCoin_Earn/status/2015737916933525961,filter_out,filter_out,yield_farming,yield_farming,0.9878524542,0.9687348008,0.6394110918,0.6394110918,ac09c2d47a516b075efff1823056887b92ff44b7720ef4380b1177941c8e82cf,KuCoin,discord,Reposted,@KuCoin_Earn,"{""filter_out"": 0.9878524541854858, ""high_value"": 9.494413097854704e-05, ""yield_farming"": 0.012052634730935097}","{""filter_out"": 0.9687348008155823, ""high_value"": 0.031139930710196495, ""yield_farming"": 0.0001252887595910579}","{""filter_out"": 0.35867711901664734, ""high_value"": 0.0019118045456707478, ""yield_farming"": 0.6394110918045044}","{""filter_out"": 0.35867711901664734, ""high_value"": 0.0019118045456707478, ""yield_farming"": 0.6394110918045044}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,146,,2026-01-26T10:05:06.354000+00:00,The third week s airdrop for USDD 2.0 Supply Mining Phase XIII is now live. Your rewards are ready to be claimed on JustLendDAO. usddio Guide to claim your rewards Claim directly here Posted,https://x.com/DeFi_JUST/status/2015727631220756938,,filter_out,yield_farming,yield_farming,yield_farming,0.9540264606,0.9874459505,0.8401824832,0.8401824832,ccb5586be4e11ca8790ee73947fa9c14662a09f5c89c5410bae2cac041e20e22,JUST DAO,discord,Posted,,"{""filter_out"": 0.954026460647583, ""high_value"": 0.0004729887587018311, ""yield_farming"": 0.04550046846270561}","{""filter_out"": 0.012503156438469887, ""high_value"": 5.079901893623173e-05, ""yield_farming"": 0.9874459505081177}","{""filter_out"": 0.09426586329936981, ""high_value"": 0.06555161625146866, ""yield_farming"": 0.8401824831962585}","{""filter_out"": 0.09426586329936981, ""high_value"": 0.06555161625146866, ""yield_farming"": 0.8401824831962585}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,oc+pc_agree_mc_disagrees,yield_farming,mc
,,143,,2026-01-26T09:08:23.551000+00:00,Gold just made a new ATH. Why hold it at 0% when you can earn 5% Get started with $XAUm on the Matrixdock Gold Market today Full gold exposure 5% deposit APR No storage costs Instant liquidity Posted,https://x.com/suilendprotocol/status/2015713355512914250,,filter_out,filter_out,yield_farming,yield_farming,0.9962381124,0.9998840094,0.9481544495,0.9481544495,a68be959d7a7eae15dbbacc930e8ac7e814289d5e59e699b49195fbec8ad3e0f,Suilend,discord,Posted,,"{""filter_out"": 0.996238112449646, ""high_value"": 3.634263703133911e-05, ""yield_farming"": 0.003725535934790969}","{""filter_out"": 0.9998840093612671, ""high_value"": 1.0466187028157492e-08, ""yield_farming"": 0.00011591933434829116}","{""filter_out"": 0.05184546113014221, ""high_value"": 6.471726265999678e-08, ""yield_farming"": 0.9481544494628906}","{""filter_out"": 0.05184546113014221, ""high_value"": 6.471726265999678e-08, ""yield_farming"": 0.9481544494628906}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,140,,2026-01-26T08:00:18.726000+00:00,Stake SOL. Get BNSOL. Earn rewards and stay liquid across Binance and DeFi. Stake SOL Posted,https://x.com/binance/status/2015696215636050157,,filter_out,filter_out,yield_farming,yield_farming,0.9241415262,0.9579014182,0.9998058677,0.9998058677,500943a5d0299934b06bd7cbeca81e643510bf3b9939cec37d6ad6a6c6785ef1,Binance,discord,Posted,,"{""filter_out"": 0.924141526222229, ""high_value"": 3.203377332283708e-07, ""yield_farming"": 0.07585815340280533}","{""filter_out"": 0.9579014182090759, ""high_value"": 1.1344694030412938e-05, ""yield_farming"": 0.04208725318312645}","{""filter_out"": 0.00018961654859595, ""high_value"": 4.494329004955944e-06, ""yield_farming"": 0.9998058676719666}","{""filter_out"": 0.00018961654859595, ""high_value"": 4.494329004955944e-06, ""yield_farming"": 0.9998058676719666}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,134,,2026-01-25T23:57:46.781000+00:00,Finally received ether fi card. Deposit stablecoin at 8% swap to liquid USD Borrow at 4% for expenses Earn 3% cashback The product is really great customer service great No shady fees referral if u want to try Reposted avelrmd,https://x.com/ether_fi/status/2015574800513601766,https://x.com/avelrmd/status/2013663289197080820,filter_out,filter_out,yield_farming,yield_farming,0.6723223329,0.9704618454,0.9019203782,0.9019203782,0ea48b11f225be92cd93ce30eae36474b0a0dc832dd6df1a455b0c843c8e9147,ether.fi,discord,Reposted,@avelrmd,"{""filter_out"": 0.6723223328590393, ""high_value"": 1.3974625289847609e-05, ""yield_farming"": 0.32766371965408325}","{""filter_out"": 0.9704618453979492, ""high_value"": 2.905999281210825e-06, ""yield_farming"": 0.02953525446355343}","{""filter_out"": 0.09807929396629333, ""high_value"": 3.1263513733392756e-07, ""yield_farming"": 0.9019203782081604}","{""filter_out"": 0.09807929396629333, ""high_value"": 3.1263513733392756e-07, ""yield_farming"": 0.9019203782081604}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,131,,2026-01-25T07:14:59.156000+00:00,New XRPFi Series Tutorial upshift fi Edition Deposit FXRP in Upshift's vault Earn yield on your FXRP Powered by FlareNetworks august digital Reposted BifrostWallet,https://x.com/FlareNetworks/status/2015322465120170332,https://x.com/BifrostWallet/status/2014448880314695744,yield_farming,filter_out,yield_farming,yield_farming,0.9740425944,0.9999953508,0.9862957597,0.9862957597,53363dc7dd280363bae3ba60c3cc6e9f9b852f782436f550a76bf003dc202f16,Flare ☀,discord,Reposted,@BifrostWallet,"{""filter_out"": 0.02595735527575016, ""high_value"": 2.226944495475891e-08, ""yield_farming"": 0.9740425944328308}","{""filter_out"": 0.9999953508377075, ""high_value"": 4.0125463840468e-08, ""yield_farming"": 4.565969447867246e-06}","{""filter_out"": 0.013014647178351879, ""high_value"": 0.0006895826081745327, ""yield_farming"": 0.986295759677887}","{""filter_out"": 0.013014647178351879, ""high_value"": 0.0006895826081745327, ""yield_farming"": 0.986295759677887}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+pc_agree_oc_disagrees,yield_farming,oc
,,124,,2026-01-24T19:37:45.928000+00:00,If you believe in SOL staking is for you. If you believe in Decentralization staking is for you. If you believe in compounding staking is for you. If you want the best staking experience Marinade is for you. Posted,https://x.com/MarinadeFinance/status/2015146944234938716,,filter_out,filter_out,yield_farming,yield_farming,0.9959816933,0.9999748468,0.5847848058,0.5847848058,70bedf38c3a8a906cb4cfffad081cb3f6b2474e2775146e0792f65274c74c57b,Marinade 🛡,discord,Posted,,"{""filter_out"": 0.9959816932678223, ""high_value"": 0.00011913224443560466, ""yield_farming"": 0.0038991558831185102}","{""filter_out"": 0.9999748468399048, ""high_value"": 1.6187435903702863e-05, ""yield_farming"": 8.939551662479062e-06}","{""filter_out"": 0.4082455635070801, ""high_value"": 0.006969590205699205, ""yield_farming"": 0.5847848057746887}","{""filter_out"": 0.4082455635070801, ""high_value"": 0.006969590205699205, ""yield_farming"": 0.5847848057746887}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
,,122,,2026-01-24T17:29:15.256000+00:00,"Your SOL is sitting there, locked in staking, earning okay ish rewards... but you can't touch it when a 10x DeFi play pops off. Or the validator screen looks like a puzzle. Most Solana staking still feels like that in the 21st Century. Marinade Finance fixed it all. Here s why I like MarinadeFinance Reposted Callmeabu",https://x.com/MarinadeFinance/status/2015114619610652806,https://x.com/Callmeabu/status/2015114142823174494,filter_out,filter_out,yield_farming,yield_farming,0.8128668666,0.9986732006,0.6859049797,0.6859049797,651e71dfd89d2dc2cd6e5682a2b686ec6a9f7865969723d50794d358ceeb2fc0,Marinade 🛡,discord,Reposted,@Callmeabu,"{""filter_out"": 0.8128668665885925, ""high_value"": 5.964992055851326e-07, ""yield_farming"": 0.1871325820684433}","{""filter_out"": 0.9986732006072998, ""high_value"": 3.7587924452964216e-05, ""yield_farming"": 0.0012892798986285925}","{""filter_out"": 0.31403017044067383, ""high_value"": 6.49014109512791e-05, ""yield_farming"": 0.6859049797058105}","{""filter_out"": 0.31403017044067383, ""high_value"": 6.49014109512791e-05, ""yield_farming"": 0.6859049797058105}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,mc+oc_agree_pc_disagrees,filter_out,pc
